ulasan_asli;kategori;preprocessed_text;tokens_count
bekas makanan yang jatuh di lantai tidak segera dibersihkan oleh staf kafe sehingga terlihat sangat jorok dan tidak enak dipandang, padahal saya sudah reservasi sebelumnya. kebersihan lantai seharusnya menjadi prioritas staf. saya terpaksa memberi keluhan karena sudah kesal;suasana;bekas makan jatuh lantai tidak segera bersih staf kafe lihat sangat jorok tidak enak pandang padahal reservasi belum bersih lantai jadi prioritas staf paksa beri keluh kesal;27
waktu saya mau mengerjakan tugas di sini, padahal saya sudah jadi pelanggan tetap di sini. harga kopi di sini mahal sekali padahal rasanya biasa saja tidak ada yang istimewa, mending beli kopi di tempat lain yang lebih murah tapi rasanya jauh lebih enak dan berkualitas. saya harap pihak kafe tidak mengabaikan keluhan pelanggan. yang sangat disayangkan adalah pelanggan butuh opsi menu yang lebih terjangkau;harga;waktu mau kerja tugas sini padahal jadi langgan tetap sini harga kopi sini mahal sekali padahal rasa biasa tidak istimewa mending beli kopi tempat lebih murah rasa jauh lebih enak kualitas harap pihak kafe tidak abai keluh langgan sangat sayang langgan butuh opsi menu lebih jangkau;46
malam ini saya kecewa karena pelayan bermuka masam saat saya bertanya tentang menu yang tersedia, padahal saya hanya ingin tahu rekomendasi menu. sikap seperti ini membuat pelanggan tidak nyaman berkunjung. mohon segera diperbaiki demi kenyamanan semua pelanggan. yang sangat disayangkan adalah saya tidak akan merekomendasikan kafe ini ke teman saya;pelayanan;malam kecewa layan muka masam tanya menu sedia padahal tahu rekomendasi menu sikap buat langgan tidak nyaman kunjung mohon segera baik nyaman semua langgan sangat sayang tidak rekomendasi kafe teman;30
tempat duduk di kafe meine welt tidak cukup nyaman untuk duduk dalam waktu lama banget, kursinya keras dan tidak ergonomis. banyak pelanggan yang ingin nongkrong lama tapi kursinya membuat punggung sakit;suasana;tempat duduk kafe meine welt tidak cukup nyaman duduk waktu lama sangat kursi keras tidak ergonomis banyak langgan nongkrong lama kursi buat punggung sakit;24
musik di kafe ini banget keras volumenya sampai harus berteriak untuk mengobrol dengan teman, saya sampai tidak mau kembali lagi ke sini.. sangat mengganggu kenyamanan.. seharusnya volume musik disetel pada level yang wajar dan nyaman;suasana;musik kafe sangat keras volume teriak obrol teman tidak mau sini sangat ganggu nyaman volume musik setel level wajar nyaman;20
setiap kali saya datang ke kafe ini selalu saja ventilasi udara di kafe meine welt tidak cukup baik sehingga terasa pengap dan spiritual di dalam ruangan, apalagi saat banyak pelanggan. selain itu musik di kafe ini terlalu keras volumenya sampai harus berteriak untuk mengobrol dengan teman, amat mengganggu kenyamanan. saya juga kecewa karena pencahayaan di kafe terlalu redup di beberapa sudut sehingga sulit untuk membaca menu atau mengerjakan tugas;suasana;kali datang kafe selalu ventilasi udara kafe meine welt tidak cukup baik asa pengap spiritual ruang banyak langgan musik kafe terlalu keras volume teriak obrol teman ganggu nyaman kecewa cahaya kafe terlalu redup beberapa sudut sulit baca menu kerja tugas;40
order saya sudah setengah jam lebih tapi belum juga diantar, waktu saya tanya ke pelayan katanya masih diproses. ini sangat tidak profesional dan membuang waktu pelanggan;pelayanan;order tengah jam lebih belum antar waktu tanya layan kata proses sangat tidak profesional buang waktu langgan;17
toilet kafe meine welt kurang bersih dan berbau tidak sedap, sabun cuci tangan juga habis tidak diisi ulang. kebersihan toilet sangat penting karena mencerminkan standar kebersihan kafe. sungguh mengecewakan untuk kafe sekelas meine welt;suasana;toilet kafe meine welt kurang bersih bau tidak sedap sabun cuci tangan habis tidak isi ulang bersih toilet sangat penting cermin standar bersih kafe sungguh kecewa kafe kelas meine welt;30
setiap kali saya datang ke kafe ini selalu saja saya menemukan rambut di dalam makanan yang saya pesan dan sangat jijik melihatnya, teman saya juga merasakan hal yang sama. ini menunjukkan kurangnya standar kebersihan di dapur kafe. bukan cuma itu, enoki crispy yang saya pesan terlalu berminyak sampai basah kuyup minyak, sangat tidak appetizing untuk dimakan;produk;kali datang kafe selalu temu rambut makan pesan sangat jijik lihat teman rasa sama tunjuk kurang standar bersih dapur kafe bukan cuma enoki crispy pesan terlalu minyak basah kuyup minyak sangat tidak appetizing makan;34
makanan yang diantar ke meja saya sudah dingin padahal saya memesan makanan yang seharusnya disajikan hangat, padahal saya sudah reservasi sebelumnya. sepertinya makanan sudah lama di counter sebelum diantar ke meja saya;produk;makan antar meja dingin padahal mes makan saji hangat padahal reservasi belum seperti makan lama counter antar meja;18
harga chicken katsu di kafe ini kemahalan untuk porsi yang sangat sedikit, padahal review di internet bilang kafe ini bagus. cuma sepotong ayam kecil tipis. belum lagi seharusnya ada diskon khusus untuk pelajar dan mahasiswa yang menunjukkan kartu identitas kampus, ini bisa;harga;harga chicken katsu kafe mahal porsi sangat sedikit padahal review internet bilang kafe bagus cuma potong ayam kecil tipis belum diskon khusus ajar mahasiswa tunjuk kartu identitas kampus;28
pas saya lagi istirahat siang di kafe, apalagi saat itu saya sedang buru-buru. lantai kafe kotor dan terasa lengket saat diinjak terutama di area sekitar kasir dan pintu masuk, sepertinya jarang dipel. kebersihan lantai sangat penting untuk kenyamanan pelanggan. ini bukan pertama kalinya saya mengalami hal seperti ini;suasana;pas istirahat siang kafe sedang buru buru lantai kafe kotor asa lengket injak utama area kasir pintu masuk seperti jarang pel bersih lantai sangat penting nyaman langgan bukan pertama kali alami;31
pelayan amat lambat melayani pesanan saya, teman saya juga merasakan hal yang sama. padahal kafe sedang tidak ramai sama sekali. saya sudah menunggu hampir setengah jam dan pesanan belum juga datang ke meja. ini membuat pengalaman makan saya jadi tidak menyenangkan;pelayanan;layan lambat layan pesan teman rasa sama padahal kafe sedang tidak ramai sama sekali tunggu hampir tengah jam pesan belum datang meja buat alam makan jadi tidak senang;28
kopi americano di kafe meine welt terlalu pahit rasanya dan tidak balance sama sekali, padahal saat itu saya membawa tamu penting. sepertinya biji. lebih menyebalkan lagi baby cumi yang saya pesan teksturnya terlalu alot dan keras seperti karet, tidak bisa dikunyah dengan enak. hal ini diperparah dengan saya kecewa karena biasanya makanan di sini enak;produk;kopi americano kafe meine welt terlalu pahit rasa tidak balance sama sekali padahal bawa tamu penting seperti biji lebih sebal baby cumi pesan tekstur terlalu alot keras karet tidak kunyah enak parah kecewa biasa makan sini enak;37
tidak akan datang lagi ke kafe ini kalau pelayanannya masih seperti ini, ini sangat merusak mood saya hari itu. sangat mengecewakan dan membuang waktu. belum lagi kasir salah menghitung kembalian uang saya, untung saya sadar dan langsung meminta kekurangannya. hal ini diperparah dengan kafe dengan pelayanan seperti ini sulit untuk bertahan;pelayanan;tidak datang kafe kalau layan sangat rusak mood hari sangat kecewa buang waktu belum kasir salah hitung kembali uang untung sadar langsung minta kurang parah kafe layan sulit tahan;29
ventilasi udara di kafe meine welt kurang baik sehingga terasa pengap dan spiritual di dalam ruangan, saya datang jauh-jauh dari rumah ke sini. apalagi saat banyak pelanggan. selain itu area parkir kafe sangat sempit dan susah untuk memarkirkan motor atau mobil, sering kali harus parkir jauh dari kafe. tidak hanya itu, tempat duduk di kafe meine welt kurang nyaman untuk duduk dalam waktu lama, kursinya keras dan tidak ergonomis;suasana;ventilasi udara kafe meine welt kurang baik asa pengap spiritual ruang datang jauh jauh rumah sini banyak langgan area parkir kafe sangat sempit susah parkir motor mobil sering kali parkir jauh kafe tidak tempat duduk kafe meine welt kurang nyaman duduk waktu lama kursi keras tidak ergonomis;47
wifi password susah didapat karena harus tanya ke pelayan berkali-kali, kadang pelayan juga tidak tahu passwordnya. seharusnya password wifi ditempel di tempat yang mudah terlihat. ditambah dengan fakta bahwa saya harap manajemen kafe memperhatikan kenyamanan pelanggan;suasana;wifi password susah dapat tanya layan kali kali kadang layan tidak tahu passwordnya password wifi tempel tempat mudah lihat tambah fakta harap manajemen kafe perhati nyaman langgan;27
bekas makanan yang jatuh di lantai tidak segera dibersihkan oleh staf kafe sehingga terlihat sangat jorok dan tidak enak dipandang, saya datang jauh-jauh dari rumah ke sini. kebersihan lantai seharusnya menjadi prioritas staf;suasana;bekas makan jatuh lantai tidak segera bersih staf kafe lihat sangat jorok tidak enak pandang datang jauh jauh rumah sini bersih lantai jadi prioritas staf;25
staf kafe tidak responsif sama sekali saat saya panggil untuk memesan, saya harus berdiri dan menghampiri mereka langsung ke area kasir.. saya tidak menyangka kafe ini bisa seburuk ini. amat tidak nyaman sebagai pelanggan. dan menurut saya harusnya ada pelatihan pelayanan untuk semua staf;pelayanan;staf kafe tidak responsif sama sekali panggil mes diri hampir langsung area kasir tidak sangka kafe buruk tidak nyaman langgan harus latih layan semua staf;25
lantai kafe kotor dan terasa lengket saat diinjak terutama di area sekitar kasir dan pintu masuk, padahal review di internet bilang kafe ini bagus. sepertinya jarang dipel. kebersihan lantai sangat penting untuk kenyamanan pelanggan. ditambah dengan fakta bahwa tolong perbaiki fasilitas yang sudah rusak di kafe ini;suasana;lantai kafe kotor asa lengket injak utama area kasir pintu masuk padahal review internet bilang kafe bagus seperti jarang pel bersih lantai sangat penting nyaman langgan tambah fakta baik fasilitas rusak kafe;32
pagi ini waktu saya sarapan di kafe, saat AC mati tempat langsung terasa amat panas dan tidak nyaman untuk berlama banget-lama, saya terpaksa pindah ke luar tapi di luar juga panas. kafe harus punya AC cadangan untuk antisipasi;suasana;pagi waktu sarap kafe ac mati tempat langsung asa panas tidak nyaman lama sangat lama paksa pindah luar luar panas kafe punya ac cadang antisipasi;25
hari ini pengalaman saya sangat buruk karena pesanan saya tertukar dengan meja lain dan saya baru sadar setelah mencicipi makanannya. pelayan tidak minta maaf dan proses penggantian pesanan yang benar memakan waktu sangat lama. saya sangat kecewa dengan pengalaman ini;pelayanan;hari alam sangat buruk pesan tukar meja baru sadar cicip makan layan tidak minta maaf proses ganti pesan benar makan waktu sangat lama sangat kecewa alam;26
waktu saya mau mengerjakan tugas di sini, padahal saya sudah reservasi sebelumnya. harga kopi di sini mahal sekali padahal rasanya biasa saja tidak ada yang istimewa, mending beli kopi di tempat lain yang lebih murah tapi rasanya jauh lebih enak dan berkualitas. hal ini diperparah dengan manajemen perlu mengevaluasi strategi harga menu kafe ini;harga;waktu mau kerja tugas sini padahal reservasi belum harga kopi sini mahal sekali padahal rasa biasa tidak istimewa mending beli kopi tempat lebih murah rasa jauh lebih enak kualitas parah manajemen perlu evaluasi strategi harga menu kafe;37
kebersihan kafe secara keseluruhan sangat kurang dan perlu diperhatikan serius oleh manajemen, saya sampai harus komplain langsung ke manajer. mulai dari meja kursi yang kotor lantai lengket sampai toilet yang jorok dan bau. saya harap pihak kafe tidak mengabaikan keluhan pelanggan. yang sangat disayangkan adalah pelanggan betah berlama-lama kalau tempatnya nyaman dan bersih;suasana;bersih kafe seluruh sangat kurang perlu perhati serius manajemen komplain langsung manajer mulai meja kursi kotor lantai lengket toilet jorok bau harap pihak kafe tidak abai keluh langgan sangat sayang langgan betah lama lama kalau tempat nyaman bersih;38
bekas makanan yang jatuh di lantai tidak segera dibersihkan oleh staf kafe sehingga terlihat sangat jorok dan tidak enak dipandang.. saya tidak menyangka kafe ini bisa seburuk ini. kebersihan lantai seharusnya menjadi prioritas staf. saya juga merasa pelanggan betah berlama-lama kalau tempatnya nyaman dan bersih;suasana;bekas makan jatuh lantai tidak segera bersih staf kafe lihat sangat jorok tidak enak pandang tidak sangka kafe buruk bersih lantai jadi prioritas staf rasa langgan betah lama lama kalau tempat nyaman bersih;33
waktu saya nongkrong di kafe ini, padahal teman saya merekomendasikan tempat ini. antrian di kasir sangat panjang dan lambat sekali prosesnya, kasir hanya satu orang padahal pelanggan yang mengantri sudah banyak. selain itu pesan chicken katsu tapi dikasih chicken fillet, waktu saya komplain pelayan bilang habis padahal di menu tidak ada keterangan habis. hal seperti ini tidak seharusnya terjadi di kafe;pelayanan;waktu nongkrong kafe padahal teman rekomendasi tempat antri kasir sangat panjang lambat sekali proses kasir satu orang padahal langgan antri banyak pesan chicken katsu kasih chicken fillet waktu komplain layan bilang habis padahal menu tidak terang habis tidak jadi kafe;40
staf kafe tidak responsif sama sekali saat saya panggil untuk memesan, saya harus berdiri dan menghampiri mereka langsung ke area kasir. belum lagi kasir salah menghitung kembalian uang saya, untung saya sadar dan langsung meminta kebelumannya. saya terpaksa memberi keluhan karena sudah kesal;pelayanan;staf kafe tidak responsif sama sekali panggil mes diri hampir langsung area kasir belum kasir salah hitung kembali uang untung sadar langsung minta belum paksa beri keluh kesal;28
malam ini saya kecewa karena toilet kafe meine welt kurang bersih dan berbau tidak sedap, saya berharap ini tidak terulang lagi kedepannya.. bukan cuma itu, ada aroma tidak sedap yang berasal dari arah dapur kafe dan tercium sampai ke area makan pelanggan, ini sangat mengganggu selera makan.. semoga kritik saya ini bisa menjadi bahan evaluasi. sabun cuci tangan juga habis tidak diisi ulang.. lebih menyebalkan lagi wifi di kafe mati total hari ini dan tidak ada penjelasan dari staf kapan akan diperbaiki.;suasana;malam kecewa toilet kafe meine welt kurang bersih bau tidak sedap harap tidak ulang depan bukan cuma aroma tidak sedap asal arah dapur kafe cium area makan langgan sangat ganggu selera makan moga kritik jadi bahan evaluasi sabun cuci tangan habis tidak isi ulang lebih sebal wifi kafe mati total hari tidak jelas staf kapan baik;56
